GSE,Title,Samples,PDAT,Technology
GSE103744,Identification and validation of single sample breast cancer radiosensitivity gene expression predictors [Illumina HT12 v4 data],172,2018/07/01,Microarray
GSE105067,Integrative Epigenetic Analysis Reveals Therapeutic Targets to the DNA Methyltransferase Inhibitor SGI-110 in Hepatocellular Carcinoma Cells,68,2018/06/26,Microarray
GSE97010,The Impact of Acute Exposure to Cigarette Smoke on Airway Gene Expression,126,2018/06/26,Microarray
GSE116174,Gene expression profile in human hepatocellular carcinoma,64,2018/06/23,Microarray
GSE114269,"Medullary breast carcinoma, a triple-negative breast cancer subtype associated with BCLG overexpression and BRCAness",107,2018/06/20,Microarray
GSE114168,"Medullary breast carcinoma, a triple-negative breast cancer subtype associated with BCLG overexpression.",53,2018/06/20,Microarray
GSE97689,Colorectal cancer initiation site,92,2018/06/18,Microarray
GSE93527,Expression analysis of human stage Ta bladder tumours,79,2018/06/15,Microarray
GSE57793,"Expression data from patients with Essential Thrombocythemia (ET), Polycythemia Vera (PV), Primary Myelofibrosis (PMF)",66,2018/06/15,Microarray
GSE109403,Proteogenomic Analysis of Medulloblastoma,62,2018/06/14,Microarray
GSE98780,The genomic landscape of cutaneous squamous cell carcinoma,108,2018/06/14,Microarray
GSE98774,Investigation of potential tumour suppressor or tumour promoter roles in cutaneous squamous cell carcinoma progression,54,2018/06/14,Microarray
GSE98767,Integration of genomic driver events and gene expression profiles in cutaneous squamous cell carcinoma,54,2018/06/14,Microarray
GSE115611,Discovery of Selective Estrogen Receptor Covalent Antagonists (SERCAs) for the treatment of ERa(WT) and ERa(MUT) breast cancer.,85,2018/06/12,Microarray
GSE108962,Radiation-induced GEPs in immortalized and primary breast cells,72,2018/06/06,Microarray
GSE98699,NFkB signaling and ISGylation associated with BRCA1-mutated fallopian tube epithelium,72,2018/05/31,Microarray
GSE108476,The REMBRANDT study – a large collection of genomic data from brain cancer patients,2056,2018/05/25,Microarray
GSE108474,The REMBRANDT study – a large collection of genomic data from brain cancer patients [gene expression],550,2018/05/25,Microarray
GSE99420,Gene Expression Signatures Prognostic for Relapse in Stage I Testicular Germ Cell Tumors (TGCT),60,2018/05/21,Microarray
GSE114621,Exon level expression analysis from rhabdomyosarcoma patient tumors.,101,2018/05/18,Microarray
GSE114489,"Altered Cell-Cycle Control, Inflammation and Adhesion in High-Risk Persistent Bronchial Dysplasia",63,2018/05/16,Microarray
GSE104645,Consensus molecular subtypes classification of colorectal cancer as a predictive factor for chemotherapeutic efficacy against metastatic colorectal cancer,193,2018/05/08,Microarray
GSE95298,Patient- and Cell Type-Specific Heterogeneity of Metformin Response.,58,2018/05/02,Microarray
GSE98588,Genetically-defined Diffuse Large B-cell Lymphoma Subsets Arise by Distinct Pathogenetic Mechanisms and Predicts Outcome,137,2018/05/01,Microarray
GSE109593,"BRD4 profiling identifies critical Chronic Lymphocytic Leukemia oncogenic circuits and reveals sensitivity to PLX51107, a novel structurally distinct BET inhibitor",58,2018/04/17,Microarray
GSE68020,Identification of gene expression biomarkers in urine for the non-invasive detection of bladder cancer,50,2018/04/17,Microarray
GSE107170,Molecular Signature of Hepatitis D Virus-Associated Hepatocellular Carcinoma,307,2018/04/09,Microarray
GSE98383,Molecular Signature of Hepatitis D Virus-Associated Hepatocellular Carcinoma,74,2018/04/09,Microarray
GSE111601,"Correlated metabolomic, genomic, and histologic phenotypes in histologically normal breast tissue",99,2018/04/05,Microarray
GSE109710,Tumor infiltrating lymphocytes in patients receiving trastuzumab/pertuzumab-based chemotherapy: A TRYPHAENA substudy,173,2018/04/01,Microarray
GSE85171,Epigenetic Reprogramming of mutant RAS-driven Rhabdomyosarcoma via MEK Inhibition,60,2018/04/01,Microarray
GSE92921,Prognostic Model for Stage II/III Colon Cancer Based on Gene Expression Subtypes and KRAS Mutation Status,59,2018/03/30,Microarray
GSE112447,"Gene expression analisys of GD2+ cells from metastatic NB, unselected bone marrow from metastatic NB, primary tumors from stage 4 NB (alive and dead at 5 years of follow-up) and primary tumor from localized NB",57,2018/03/29,Microarray
GSE86260,Cancer Associated Fibroblasts are defined by a core set of epigenome changes that contribute to the tumor phenotype,52,2018/03/26,Microarray
GSE100134,Gene expression analysis upon mtDNA depletion,108,2018/03/21,Microarray
GSE84437,Molecular subtypes in gastric cancer.,483,2018/03/20,Microarray
GSE84433,Molecular subtypes in gastric cancer. [II],357,2018/03/20,Microarray
GSE84426,Molecular subtypes in gastric cancer. [I],76,2018/03/20,Microarray
GSE111260,A multi-component view of the glioma transcriptome identifies unique immune infiltration patterns in primary glioblastomas and patients with inferior prognosis.,70,2018/03/01,Microarray
GSE108089,Comprehensive molecular profiling of children with recurrent cancer,84,2018/03/01,Microarray
GSE103237,Gene and miRNA expression profiles in Polycythemia Vera and Essential Thrombocythemia according to CALR and JAK2 mutations [GEP],65,2018/03/01,Microarray
GSE103176,Gene and miRNA expression profiles in Polycythemia Vera and Essential Thrombocythemia according to CALR and JAK2 mutations,130,2018/03/01,Microarray
GSE90741,Circular RNAs are super abundant in cervical tumor and plasma detected by high throughput microarray,55,2018/03/01,Microarray
GSE78737,"Infection with Hepatitis C Virus Depends on TACSTD2, a Regulator of Claudin-1 and Occludin Highly Downregulated in Hepatocellular Carcinoma",107,2018/03/01,Microarray
GSE69715,"Infection with Hepatitis C Virus Depends on TACSTD2, a Regulator of Claudin-1 and Occludin Highly Downregulated in Hepatocellular Carcinoma [patient]",103,2018/03/01,Microarray
GSE109304,Efficacy of the highly selective focal adhesion kinase inhibitor BI 853520 in adenocarcinoma xenograft models is linked to a mesenchymal tumor phenotype,84,2018/02/27,Microarray
GSE94557,Whole blood gene expression from lung transplanted patients with chronic lung allograft dysfunction,162,2018/02/23,Microarray
GSE93261,Transcriptome analysis of Follicular Lymphomas from the PRIMABIO cohort,149,2018/02/19,Microarray
GSE104549,Gene expression profile in node negative breast tumor,92,2018/02/16,Microarray
GSE97221,Molecular changes in premenopausal estrogen receptor-positive primary breast cancer after oophorectomy,88,2018/02/14,Microarray
GSE90699,Immuno-related transcripts in the microenvironment of biliary tract cancers,53,2018/02/14,Microarray
GSE97064,Long noncoding RNA (lncRNA) expression data from human myelodysplastic syndromes (MDS) bone marrow mononuclear cells,206,2018/02/13,Microarray
GSE90623,Generating a robust prediction model for stage I lung adenocarcinoma recurrence after surgical resection,211,2018/02/13,Microarray
GSE79196,Gene expression profiling signatures allow the identification of unclassifiable leukemic B-cell lymphoid neoplasms,189,2018/02/13,Microarray
GSE27531,Gene expression profiles in pairs of synchronous and metachronous bilateral breast tumors and primaries and their local recurrences,82,2018/02/13,Microarray
GSE94669,61 lymphoma cell lines gene expression profiles,61,2018/02/09,Microarray
GSE107610,Gene expression data of organoids derived from human pancreatic tumor and normal pancrea samples.,57,2018/02/08,Microarray
GSE102765,Lipid addiction via Fatty Acid Synthase activates PI3K signaling in B cell non-Hodgkin’s Lymphoma (bNHL),57,2018/02/01,Microarray
GSE80154,Enhancer invasion shapes MYCN dependent transcriptional amplification in neuroblastoma,144,2018/01/29,Microarray
GSE102079,FABP4 overexpressed in intratumoral hepatic stellate cells within hepatocellular carcinoma with metabolic risk factors (part 1),257,2018/01/28,Microarray
GSE65373,Molecular heterogeneity of multinodular hepatocellular carcinoma,117,2018/01/28,Microarray
GSE65372,Molecular heterogeneity of multinodular hepatocellular carcinoma [gene expression],54,2018/01/28,Microarray
GSE102083,FABP4 overexpressed in intratumoral hepatic stellate cells within hepatocellular carcinoma with metabolic risk factors,269,2018/01/27,Microarray
GSE108055,Pathways impacted by genomic alterations in pulmonary carcinoid tumors,64,2018/01/26,Microarray
GSE109021,Identification of Androgen Receptor Modulators in a Prostate Cancer Cell Line Microarray Compendium,96,2018/01/24,Microarray
GSE104954,Tubulointerstitial transcriptome from ERCB subjects with chronic kidney disease and living donor biopsies.,195,2018/01/24,Microarray
GSE104948,Glomerular Transcriptome from European Renal cDNA Bank subjects and living donors,196,2018/01/24,Microarray
GSE107754,A novel genomic signature predicting FDG uptake in diverse metastatic tumors,84,2018/01/22,Microarray
GSE109361,Integrative genomic analysis in HCC samples,80,2018/01/19,Microarray
GSE109169,Expression data from breast cancer tissues and adjacent normal tissues,50,2018/01/13,Microarray
GSE96528,Gene expression profiling of colorectal cancer tissue samples.,174,2018/01/02,Microarray
GSE59409,Correlating Gene Signatures with Outcome to find Features and Drugs Relevant to Cancer,72,2018/01/01,Microarray
GSE103479,Gene expression data from stage II and III treated and untreated colorectal cancer patients,156,2017/12/31,Microarray
GSE89377,Identifying novel drivers of human hepatocellular carcinoma and revealing clinical relevance as early diagnostic and prognostic biomarker,107,2017/12/31,Microarray
GSE86166,Evaluation of Invasive Breast Cancer Using a 12-Chemokine Gene Expression Score: Correlation With Clinical Outcomes,366,2017/12/31,Microarray
GSE82233,Quality of reprogramming to induced pluripotency as a function of reprogramming method,65,2017/12/31,Microarray
GSE18908,Breast tumor subtypes correlate with prognosis,111,2017/12/31,Microarray
GSE104377,Greater transiency in modulation of gene expression is the predominant difference between the actions of bryostatin 1 and phorbol ester in LNCaP and U937 cells,87,2017/12/30,Microarray
GSE108492,Molecular prediction of adjuvant cisplatin efficacy in Non-Small Cell Lung Cancer (NSCLC) - validation in two independent cohorts,95,2017/12/25,Microarray
GSE103412,"Mucositis in patients with tonsil squamous cell carcinoma: gene expression profile of oral mucosa before, during, and after radiation therapy",64,2017/12/22,Microarray
GSE108004,A machine learning approach to integrate big data for precision medicine in acute myeloid leukemia,54,2017/12/13,Microarray
GSE100550,Consensus Molecular Subtypes of colorectal cancer are recapitulated in in vitro and in vivo models,106,2017/12/01,Microarray
GSE100480,Consensus Molecular Subtypes of colorectal cancer are recapitulated in in vitro and in vivo models [patient tumors and PDX models],55,2017/12/01,Microarray
GSE107513,The molecular basis of T-PLL is an actionable perturbation of TCL1/ATM- and epigenetically instructed damage responses,276,2017/11/30,Microarray
GSE107397,The molecular basis of T-PLL is an actionable perturbation of TCL1/ATM- and epigenetically instructed damage responses [human gene expression array],140,2017/11/28,Microarray
GSE87211,Colorectal cancer susceptibility loci as predictive markers of rectal cancer prognosis after surgery,363,2017/11/28,Microarray
GSE90784,Molecular heterogeneity of NK/T-cell lymphoma,142,2017/11/25,Microarray
GSE90597,Molecular heterogeneity of NK/T-cell lymphoma (expression),66,2017/11/25,Microarray
GSE90713,Expression data from human metastatic adrenocortical carcinoma,63,2017/11/24,Microarray
GSE106977,Triple negative breast cancer subtypes and pathologic complete response rate to neoadjuvant chemotherapy,119,2017/11/17,Microarray
GSE100784,Role of Branched Chain Amino Acid Transaminase 1 (BCAT1) in Acute Myeloid Leukemia,56,2017/11/08,Microarray
GSE103427,Profiling of the transcriptional response to all-trans retinoic acid in breast cancer cells reveals RARE-independent mechanisms of gene expression,72,2017/11/06,Microarray
GSE72653,Mapping alterations spatially and temporally during early stages of breast tumourigenesis,72,2017/11/02,Microarray
GSE90627,A distance-related model identified PDCD6IP as a local host protective factor in colorectal cancer,128,2017/11/01,Microarray
GSE79330,Early-onset sporadic rectal cancer : Wnt- vs. Wnt+ rectal tumor,93,2017/10/30,Microarray
GSE78250,Early-onset sporadic rectal cancer : Wnt- vs. Wnt+ rectal tumor [GE],51,2017/10/30,Microarray
GSE106260,Immunopathology of childhood celiac disease-Key role of intestinal epithelial cells,52,2017/10/27,Microarray
